ID,Legacy ID,Name,Coder Initials,Notes,Org to plot link,,,
721,PlotUS91,Cargo Planes Bomb Plot 2010,KH,,"OrgINT83 ""Director of"" PlotUS91",,,
722,PlotUS92,San Diego Shabaab Fundraising 2010,KH,,"OrgINT70 ""Financially/Logistically supported by"" PlotUS92",,,
723,PlotUS93,Missouri Al-Shabaab Fundraising 2010,KH,,"OrgINT70 ""Financially/Logistically supported by"" PlotUS93",,,
724,PlotUS94,Portland Christmas Tree Bombing 2010,KH,no proven links,,,,
725,PlotUS95,Facebook DC Metro Threats 2010,KH,no links,,,,
726,PlotUS96,Baltimore Army Recruitment Center Bomb Plot 2010,KH,no links,,,,
727,PlotUS97,Western Union Fraud Terrorism Funding 2011,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUS97",,,
728,PlotUS98,Online incitement - Begolly 2011,KH,no links,,,,
729,PlotUS99,George W Bush Targeting 2011,KH,,"OrgINT20 ""Inspiration for"" PlotUS99",,,
,PlotINT73,,,,"OrgINT117 ""Financial/Logistical Supporter of"" PlotINT73",,,
