ID,Legacy ID,Name,Coder Initials,Notes,Org to plot link,,,
246,PlotINT11,AQ Casablanca Bombings 2003,CG,,"OrgINT48, OrgINT20 ""Financial/Logistical Supporter of"" PlotINT11",,,
247,PlotINT12,AMISOM Suicide Bombing 2011,CG,,"OrgINT70 ""Financial/Logistical Supporter of"" PlotINT12",,,
248,PlotINT13,US Embassy in Sarajevo Attack 2011,CG,no links,,,,
249,PlotINT14,US Embassy in Benghazi Bombing 2012,CG,,"OrgINT22 ""Claimed responsibility for"" PlotINT14",,,
,PlotINT14,US Embassy in Benghazi Bombing 2012,,,"OrgINT83, OrgINT128 ""Financial/Logistical Supporter of"" PlotINT14",,,
250,PlotINT15,Algeria Gas Plant Attack 2013,CG,no links,,,,
251,PlotINT16,Al Qaeda Israeli Embassy in Mauritania Attack 2008,CG,,"OrgINT20 ""Director of"" PlotINT16",,,
252,PlotINT17,AQ financing 2002,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotINT17",,,
253,PlotINT18,US Embassy in Sarajevo 2001,CG,no links,,,,
255,PlotINT2,Cairo Bazaar Bomb plot 2009,CG,no links,,,,
257,PlotINT21,Israeli Car Attack 1996,CG,no links,,,,
258,PlotINT22,Jordan Millennium Plot 1999,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotINT22",,,
259,PlotINT23,Al-Shabaab Kenya Holiday Bombing Campaign 2011,CG,no links,,,,
260,PlotINT24,Nairobi Bombing 2012,CG,no links,,,,
261,PlotINT25,Jericho Grenade Attack 2012,CG,no links,,,,
262,PlotINT26,Nairobi Shopping Mall Attack 2013,CG,,"OrgINT70 ""Financial/Logistical Supporter of"" PlotINT26",,,
263,PlotINT27,AQ Mombasa Attacks 2002,CG,,"OrgINT20 ""Director of"" PlotINT27",,,
264,PlotINT28,Lebanese Fatah Cell 2007,CG,,"OrgINT43 ""Director of"" PlotINT28",,,
265,PlotINT29,Syria Weapons Smuggling 2013,CG,,"OrgINT12 ""Director of"" PlotINT29",,,
266,PlotINT3,Mumbai Attacks 2008,CG,,"OrgINT58 ""Director of"" PlotINT3",,,
267,PlotINT30,Tangiers Cafe Sword Attack 2011,CG,no links,,,,
268,PlotINT31,Marrakech Bombing 2011,CG,no links,,,,
269,PlotINT32,Moroccan Recruitment and Financing 2012,CG,no links,,,,
270,PlotINT33,Daniel Pearl Murder 2002,CG,"no official links, but maybe al Qaeda links??",,,,
271,PlotINT34,Philippines Hackers Ring 2007,CG,,"OrgINT58 ""Financial/Logistical Supporter of"" PlotINT34",,,
272,PlotINT35,Riyadh Truck Bombing 2003,CG,no links,,,,
273,PlotINT36,Mogadishu Graduation Ceremony Bomb Plot 2009,CG,no links,,,,
274,PlotINT37,Hillary Clinton Assassination Plot 2009,CG,,"OrgINT70 ""Director of"" PlotINT37",,,
275,PlotINT38,AMISOM Base Attack 2009,CG,,"OrgINT70 ""Director of"" PlotINT38",,,
276,PlotINT39,World Cup Plot 2010,CG,no links,,,,
277,PlotINT4,Bali Bombings 2002,CG,,"OrgINT17 ""Director of"" PlotINT4",,,
278,PlotINT40,Ghriba Synagogue Bombing 2002,CG,,"OrgINT20 ""Claimed responsibility for"" PlotINT40",,,
279,PlotINT41,AQ Kampala Bombing 2010,CG,,"OrgINT70 ""Director of"" PlotINT41",,,
280,PlotINT42,April 2014 Abuja bombing,CG,no links,,,,
737,PlotINT43,Iraq suicide truck bombing 2015,CG,no links,,,,
738,PlotINT44,Iraqi quadruple car bombing 2015,CG,no links,,,,
752,PlotINT45,ISIS car bombing and shooting 2015,CG,,"OrgINT41 ""Director of"" PlotINT45",,,
811,PlotINT46,Attack on U.S. Marines 2002,CG,no links,,,,
816,PlotINT47,Mogadishu Hotel Attack,CG,,"OrgINT70 ""Director of""PlotINT47",,,
818,PlotINT48,Mogadishu Beachside Restaurant-Hotel Attack,CG,,"OrgINT70 ""Director of"" PlotINT48",,,
819,PlotINT49,Djibouti Attack on La Chaumiere Restaurant,CG,,"OrgINT70 ""Director of"" PlotINT49",,,
281,PlotINT5,Jakarta Car Bomb 2012,CG,,"OrgINT20, OrgINT17 ""Director of"" PlotINT5",,,
843,PlotINT50,Laurence Foley Murder,CG,no links,,,,
847,PlotINT51,Pune German Bakery Blast 2010,CG,,"OrgINT58 ""Director of"" PlotINT51",,,
877,PlotINT53,2015 Tunis Museum Attack,CG,,"OrgINT41 ""Claimed responsibility for"" PlotINT53",,,
878,PlotINT54,2015 Sousse Beach Attack,CG,,"OrgINT41 ""Claimed responsibility for"" PlotINT54",,,
,,,,,"OrgINT22 ""Financial/Logistical Supporter of"" PlotINT54",,,
881,PlotINT55,Larache Mausoleum Attack,CG,,"OrgINT20 ""Director of"" PlotINT55",,,
903,PlotINT56,Balkans Terrorism Plot,CG,,"OrgINT41 ""Financial/Logistical Supporter of"" PlotINT56",,,
909,PlotINT57,Saunders Couple Murder Plot 2018,CG,,"OrgINT41 ""Inspiration for"" PlotINT57",,,
676,PlotINT59,Limburg Supertanker Plot 2002,CG,no links,,,,
282,PlotINT6,Bojinka Plot 1995,CG,no links,,,,
659,PlotINT60,USS Cole Bombing 2000,CG,,"OrgINT20 ""Director of"" PlotINT60",,,
113,PlotINT61,AQIM French Tourist Murder 2007,CG,,"OrgINT8 ""Director of"" PlotINT61",,,
443,PlotINT62,Mike's Place Suicide Bombing 2003,CG,,"OrgINT84 ""Director of"" PlotINT62",,,
,PlotINT62,Mike's Place Suicide Bombing 2003,,,"OrgUK4 ""Financial/Logistical Supporter of"" PlotINT62",,,
626,PlotINT63,Gun Smuggling for Al-Shabaab 2006,CG,,"OrgINT72 ""Financial/Logistical Supporter of"" PlotINT63",,,
946,PlotINT64,Embassy and American Cooperative School of Tunis Attack 2012,CG,,"OrgINT79 ""Financial/Logistical Supporter of"" PlotINT64",,,
37,PlotINT65,Belliraj criminal gang and weapons smuggling network 2010,CG,no links,,,,
297,PlotINT66,US Embassy in Tirana 1998,CG,no links,,,,
385,PlotINT67,Nador Terror Cell 2013,CG,no links,,,,
475,PlotINT68,Camp Chapman Attack 2009,CG,no links,,,,
233,PlotINT69,German Taliban Waziristan Cell 2010,CG,,"OrgDEU17 ""Director of"" PlotINT8 PlotINT69",,,
954,PlotINT70,Balkan Recruitment Plot,CG,,"OrgINT41 ""Recruitment supported by"" PlotINT70",,,
283,PlotINT8,US-Afghan Army Base attack 2009,CG,,"OrgDEU17 ""Director of"" PlotINT8",,,
284,PlotINT9,US embassies in Kenya and Tanzania 1998,CG,,"OrgINT20, OrgINT11 ""Director of"" PlotINT9",,,
285,PlotIRE1,AQ Fundraising 2001,CG,,"OrgINT20 ""Financially/Logistically supported by"" PlotIRE1",,,
844,PlotIRE2,ISIS Internet Fraud Ring,CG,,"OrgINT41 ""Financially/Logistically supported by"" PlotIRE2",,,
288,PlotIT11,Milan Cell 2001,CG,"connected a bombing of the US embassy in Rome, not sure which plot though",,,,
289,PlotIT12,Rome Cyanide Plot 2002,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotIT12",,,
290,PlotIT13,Rome Cyanide Plot 2 2002,CG,,"OrgIT1 ""Director of"" PlotIT13",,,
291,PlotIT14,Milan Subway Arson 2002,CG,no links,,,,
292,PlotIT15,Fumicino Airport Attack Plot 2002,CG,no links,,,,
293,PlotIT16,Milan Tunisian group 2 2007,CG,no links,,,,
294,PlotIT17,Italian Kurdish Network 2003,CG,,"OrgINT39 ""Financially/Logistically supported by"" PlotIT17",,,
295,PlotIT18,Terror Support Deportation 2003,CG,,"OrgINT20 ""Inspiration for"" PlotIT18",,,
296,PlotIT19,Como Fundraising Support Cell 2003,CG,no links,,,,
298,PlotIT20,Ansar al-Islam Cremona Cathedral Bomb Plot 2005,CG,,"OrgINT39 ""Financial/Logistical Supporter of"" PlotIT20",,,
299,PlotIT21,Turin Winter Olympics Plot 2005,CG,no links,,,,
300,PlotIT22,American Targets in Rome 2003,CG,no links,,,,
301,PlotIT23,Arms Trafficking and Support for AQ 2006,CG,,"OrgINT7, OrgINT6 ""Financial/Logistical Supporter of"" PlotIT23",,,
,PlotIT23,Arms Trafficking and Support for AQ 2006,,,"OrgFR15 ""Financially/Logistically supported by"" PlotIT23",,,
302,PlotIT24,GSPC Tunisian Embassy Plot 2007,CG,,"OrgINT8 ""Director of"" PlotIT24",,,
303,PlotIT25,Perugia Mosque Bomb Training 2007,CG,,"OrgIT8 ""Director of"" PlotIT25",,,
304,PlotIT26,Base Plot Arrest 2007,CG,no links,,,,
305,PlotIT27,AQIM Bologna Recruitment Cell 2008,CG,no links,,,,
306,PlotIT28,Milan Bomb Plot 2008,CG,no links,,,,
307,PlotIT29,Milan Police Station Suicide Bombing 2009,CG,no links,,,,
308,PlotIT3,GSPC Cremona Cathedral Bomb 2003,CG,,"OrgINT8, OrgINT39 ""Director of"" PlotIT3",,,
309,PlotIT30,Operation Special Hajj 2009,CG,no links,,,,
310,PlotIT31,Operation Matmata 2010,CG,no links,,,,
311,PlotIT32,Pope Benedict Plot 2011,CG,no links,,,,
312,PlotIT33,AQIM Fundraising and Support 2011,CG,," OrgINT128 ""Financially/Logistically supported by"" PlotIT33",,,
313,PlotIT34,Milan Synagogue Plot 2012,CG,no links,,,,
314,PlotIT35,Turin Network 2012,CG,no links,,,,
315,PlotIT36,Venice Human Smuggling 2012,CG,no links,,,,
318,PlotIT39,Milan Cell US Embassy in Rome 2001,CG,,"OrgFR11 ""Director of"" PlotIT39",,,
319,PlotIT4,GSPC Cremona Coordination Cell 2003,CG,no links,,,,
320,PlotIT40,Florence Iraq Recruitment Network 2004,CG,no links,,,,
321,PlotIT41,Milan GSPC Support Cell 2011,CG,,"OrgINT8 ""Financially/Logistically supported by"" PlotIT41",,,
322,PlotIT42,Milan Tunisian Terrorism Support Network 2002,CG,no links,,,,
323,PlotIT43,Bologna GIA Cell 1998,CG,,"OrgINT7 ""Financial/Logistical Supporter of"" PlotIT43",,,
324,PlotIT44,US Embassy in Rome Gas Plot 2002,CG,no links,,,,
730,PlotIT45,McDonald's Attack 2004,CG,no links,,,,
731,PlotIT46,Modena Synagogue Bombing 2003,CG,no links,,,,
826,PlotIT47,Venice Jihadi Cell,CG,no links,,,,
827,PlotIT48,Rialto Bridge Bomb Plot 2017,CG,unclear if there are links,,,,
828,PlotIT49,The Leaning Tower of Pisa Attack 2016,CG,no links,,,,
325,PlotIT5,LIFG Turin Fundraising Cell 2003,CG,,"OrgINT46 ""Financially/Logistically supported by"" PlotIT5",,,
833,PlotIT50,Syrian and Egyptian Jihadists Cell in Milan,CG,no links,,,,
870,PlotIT51,Vatican Attack,CG,,"OrgINT41 ""Financial/Logistical Supporter of"" PlotIT51",,,
871,PlotIT52,False Identification Ring,CG,,"OrgINT70 ""Financially/Logistically supported by"" PlotIT52",,,
914,PlotIT53,People Trafficking Gang 2018,CG,no links,,,,
926,PlotIT54,Italy Poison Attack,CG,,"OrgINT41 ""Claimed responsibility for"" PlotIT54",,,
338,PlotIT55,Andria Jihad Recruitment 2013,CG,no links,,,,
941,PlotIT56,San Petronio Basilica Plot 2002,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotIT56",,,
326,PlotIT6,GICM Spain Fundraising Cell 2005,CG,,"OrgINT48 ""Financially/Logistically supported by"" PlotIT6",,,
327,PlotIT7,North Italian Network 2005,CG,,"OrgINT8 ""Financially/Logistically supported by"" PlotIT7",,,
328,PlotIT8,Bombmaking Arrest Italy 2005,CG,no links,,,,
329,PlotIT9,Pope Assassination Plot 2010,CG,no links,,,,
330,PlotLUX1,US Embassy in Luxembourg 2007,CG,,"OrgINT8 ""Financial/Logistical Supporter of"" PlotLUX1",,,
331,PlotLUX2,EU Parliament Bomb Plot 2003,CG,,"OrgLUX1 ""Director of"" PlotLUX2",,,
332,PlotNL1,Villeroux Car Chase Arrest 1995,CG,no links,,,,
333,PlotNL10,Amsterdam Bomb Threats 2009,CG,no links,,,,
334,PlotNL11,Dutch Targets 2010,CG,no links,,,,
335,PlotNL12,Wilders Threats 2012,CG,no links,,,,
336,PlotNL13,Hague Mumbai Plot 2012,CG,,"OrgINT20 ""Financial/Logistical Supporter of"" PlotNL13",,,
337,PlotNL14,Rotterdam Somali Ring 2010,CG,no links,,,,
340,PlotNL17,Dutch Politicians Death Threats 2004,CG,no links,,,,
341,PlotNL18,DWR Zoetermeer Recruitment 2013,CG,,"OrgNLD9 ""Financial/Logistical Supporter of"" PlotNL18",,,
895,PlotNL19,Amsterdam Central Station Knife Attack 2018,CG,no links,,,,
915,PlotNL20,Amsterdam Synangogue Attack 2016,CG,no links,,,,
892,PlotNL21,Major Terrorist Plot in the Netherlands 2018,CG,,"Potential link to OrgINT41, but unsure",,,
343,PlotNL3,Ofkeli Recruitment group 2001,CG,,"OrgINT20, OrgINT8 ""Recruitment supported by""  PlotNL3",,,
,PlotNL3,Ofkeli Recruitment group 2001,,,"OrgNLD2 ""Financial/Logistical Supporter of"" PlotNL3",,,
344,PlotNL4,Tirana Jihad Recruitment group 2002,CG,no links,,,,
345,PlotNL5,Walters Hague Confrontation 2004,CG,no links,,,,
346,PlotNL6,Theo Van Gogh Assassination 2004,CG,," OrgNLD6 ""Financial/Logistical Supporter of"" PlotNL6",,,
347,PlotNL7,Police Stabbing 2007,CG,no links,,,,
348,PlotNL8,Piranha group Arrest 2005,CG,no links,,,,
349,PlotNL9,Nassari Suicide Plot 2006,CG,no links,,,,
350,PlotNOR1,Westergaard Assassination Plot 2011,CG,no links,,,,
351,PlotNOR2,Oslo Parliament Demonstration and Threats 2012,CG,no links,,,,
352,PlotNOR3,Oslo Synagogue Plot 2006,CG,no links,,,,
353,PlotPOR1,GSPC funding 2007,CG,," OrgINT8 ""Financially/Logistically supported by"" PlotPOR1",,,
355,PlotPOR3,AQ Operation Alfarroba 2002,CG,," OrgINT20 ""Director of"" PlotPOR3",,,
163,PlotPOR4,Euro 2004 Soccer Championship Plot 2003,CG,no links,,,,
356,PlotSP1,Robbery and Fraud Fundraising Ring 2003,CG,no links,,,,
357,PlotSP10,Terror Financing 2007,CG,," OrgINT20 ""Financially/Logistically supported by"" PlotSP10",,,
358,PlotSP11,Operation Lago 2003,CG,no links,,,,
359,PlotSP12,Madrid Train Bombings 2004,CG,,"OrgINT48, OrgINT20, OrgINT46 ""Director of"" PlotSP12",,,
360,PlotSP13,Operacion Appreciatte 1997,CG,,"OrgINT7 ""Financially/Logistically supported by"" PlotSP13",,,
361,PlotSP14,Spanish National Court Bomb Plot 2004,CG,no links,,,,
362,PlotSP15,Madrid Landmarks Plot 2004,CG,,,,,
363,PlotSP16,Jihad Recruitment in Barcelona 2006,CG,,Associated with orgINT20,,,
364,PlotSP17,Ceuta Targets Plot 2006,CG,,Associated with orgINT48,,,
365,PlotSP18,Catalonia Jihad Recruitment 2007,CG,no links,,,,
366,PlotSP19,Operation Tala Recruitment 2007,CG,no links,,,,
367,PlotSP2,GSPC Spain Fundraising Cell 2005,CG,,"OrgINT8 ""Financially/Logistically supported by"" PlotSP2",,,
368,PlotSP20,Barcelona Public Building Plot 2007,CG,no links,,,,
369,PlotSP21,Online Jihad Recruitment 2007,CG,,"OrgINT38 ""Recruitment supported by"" PlotSP21",,,
370,PlotSP22,Tablighi Jamaat Barcelona Subway plot 2008,CG,,"OrgINT35 ""Financial/Logistical Supporter of"" PlotSP22",,,
371,PlotSP23,Weapons Trafficking network 2008,CG,no links,,,,
372,PlotSP24,Operation Submarino 2008,CG,,"OrgINT8 ""Recruitment supported by"" PlotSP24",,,
373,PlotSP25,LET Fundraising Spain 2009,CG,,"OrgINT20 ""Financially/Logistically supported by"" PlotSP25",,,
374,PlotSP26,Operation Kampai 2010,CG,,"OrgINT20 ""Financially/Logistically supported by"" PlotSP26",,,
375,PlotSP27,Gran Canaria Children Recruitment 2011,CG,no links,,,,
376,PlotSP28,Water Resevoir Plot 2011,CG,no links,,,,
379,PlotSP30,AQ Recruitment and Support - Almalki 2012,CG,,"OrgINT20 ""Recruitment supported by"" PlotSP30",,,
380,PlotSP31,Melilla Recruitment 2012,CG,no links,,,,
381,PlotSP32,Rota Base Plot 2012,CG,no links,,,,
382,PlotSP33,Spanish and European Terror Plot 2013,CG,no links,,,,
383,PlotSP34,Terrorism Documents Possession - Ben Omar 2013,CG,no links,,,,
384,PlotSP35,Zaragoza Online Propaganda 2013,CG,no links,,,,
386,PlotSP37,Ceuta Jihadist Recruitment 2013,CG,no links,,,,
387,PlotSP38,Barcelona GIA Support Network 1997,CG,no links,,,,
388,PlotSP39,Melilla Recruitment 2014,CG,,Associated with orgINT20,,,
389,PlotSP4,GSPC Spain Recruitment Cell 2006,CG,,"OrgINT8 ""Recruitment supported by"" PlotSP4",,,
390,PlotSP40,Al Andalus Bridge Recruitment Ring 2014,CG,no links,,,,
392,PlotSP42,Malaga Recruitment 2014,CG,no links,,,,
393,PlotSP43,Ceuta Jihad Support 2014,CG,,"OrgINT20, OrgINT41 ""Financially/Logistically supported by"" PlotSP43",,,
394,PlotSP44,Alberto Fernandez attack 2013,CG,no links,,,,
751,PlotSP45,Catalonia Jewish Targets 2015,CG,,"OrgSP5 ""Director of"" PlotSP45",,,
754,PlotSP46,Moroccan-Spanish Recruitment Ring 2015,CG,,"OrgINT41 ""Financial/Logistical Supporter of"" PlotSP46",,,
824,PlotSP47,Operation Appreciate Prison Funding 2004,CG,no links,,,,
835,PlotSP48,Barcelona and Cambrils Attacks August 2017,CG,,"OrgINT41 ""Financial/Logistical Supporter of""",,,
395,PlotSP5,Spanish Cartoons Threats 2006,CG,no links,,,,
901,PlotSP50,Mallorca Foreign Fighter Recruitment Cell 2015,CG,,"OrgINT41 ""Financially/Logistically supported by"" PlotSP50",,,
925,PlotSP51,Emirtrucks Trading SL,CG,no links,,,,
354,PlotSP52,Mallorca Foreign Fighter Recruitment Cell 2005,CG,no links,,,,
928,PlotSP53,Operation Wamor,CG,,"OrgINT20 ""Financially/Logistically supported by"" PlotSP53",,,
944,PlotSP54,Second Barcelona Attack,CG,,"OrgINT41 ""Financial/Logistical Supporter of"" PlotSP54",,,
256,PlotSP55,AQ Financing Spain 2002,CG,no links,,,,
396,PlotSP6,Spain AQIM Fundraising 2008,CG,,"OrgINT8 ""Financially/Logistically supported by"" PlotSP6",,,
397,PlotSP7,Valencia GIA Support 1997,CG,,"OrgINT7 ""Financially/Logistically supported by"" PlotSP7",,,
398,PlotSP8,GSPC Fake Passport Network 2001,CG,,"OrgINT8, OrgINT7, OrgINT20 ""Financially/Logistically supported by"" PlotSP8",,,
399,PlotSP9,Abu Dahdah Cell in Spain,CG,,"OrgINT20 ""Recruitment supported by"" PlotSP9",,,
400,PlotSWE1,Ryanair Hijacking 2002,CG,no links,,,,
401,PlotSWE10,Stockholm Suicide Bombing 2010,CG,no links,,,,
402,PlotSWE11,Gothenburg Bomb Plot 2010,CG,no links,,,,
809,PlotSWE12,Stockholm Truck Attack 2017,CG,no links,,,,
883,PlotSWE13,2013 VAT Fraud (Angered),CG,no links,,,,
887,PlotSWE14,2013 VAT Fraud (Bergsjön),CG,no links,,,,
916,PlotSWE15,Swedish Chemical Bomb plot 2018,CG,,Inspired by orgINT41,,,
403,PlotSWE2,Brandenbergen Mosque Network 2005,CG,,Recruitment for orgINT39,,,
404,PlotSWE3,Sweden Al-Shabaab Recruitment and Fundraising 2008,CG,,"OrgINT70 ""Financially/Logistically supported by"" PlotSWE3",,,
405,PlotSWE4,Ansar al-Islam Terrorism Financing 2004,CG,no links,,,,
406,PlotSWE5,Vilks Assassination Plot 2011,CG,no links,,,,
407,PlotSWE6,Irbil Bombing 2004,CG,no links,,,,
408,PlotSWE7,Lars Vilks Firebombing 2010,CG,no links,,,,
409,PlotSWE8,Waziristan Trip 2009,CG,no links,,,,
410,PlotSWE9,Scandinavian Somalia Jihad Fundraising 2008,CG,,"OrgINT70 ""Financially/Logistically supported by"" PlotSWI1",,,
411,PlotSWI1,Swiss El Al Airline Plot 2006,CG,no links,,,,
412,PlotSWI2,GSPC Fundraising in Zurich 2006,CG,,"OrgINT8 ""Financially/Logistically supported by"" PlotSWI2",,,
413,PlotSWI3,Ansar al-Islam Websites 2012,CG,,"OrgINT39 ""Financially/Logistically supported by"" PlotSWI3",,,
414,PlotSWI4,AQ Swiss Hub 2004,CG,,"OrgINT20 ""Recruitment supported by"" PlotSWI4",,,
948,PlotSWI5,2020 Lugano Stabbing,CG,no links,,,,
933,PlotTST1,TEST,CG,,,,,
415,PlotUK1,UK Terrorism documents arrest 2007,KH,no links,,,,
416,PlotUK10,UK LIFG Funding 2007,KH,,"OrgINT46 ""Financially/Logistically supported by"" PlotUK10",,,
417,PlotUK100,Derby UK Homphobic Threats and Propaganda 2010,KH,,"OrgUK4 ""Financially/Logistically supported by"" PlotUK100",,,
418,PlotUK101,Leicester AQ funding 2001,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUK101",,,
419,PlotUK103,Lee Rigby Murder 2013,KH,,"OrgINT70 ""Inspiration for"" PlotUK103",,,
420,PlotUK104,Woolwich Online Propaganda 2013,KH,,,,,
421,PlotUK105,Operation Praline 2005,KH,,"OrgINT20 ""Inspiration for"" PlotUK105",,,
422,PlotUK106,Hero Attack 2005,KH,no links,,,,
423,PlotUK107,Operation Odin 2001,KH,no specific links ,,,,
424,PlotUK108,UK Jihad Recruitment 2007,KH,no specific links ,,,,
425,PlotUK109,London Mumbai Style Attack 2013,KH,no specific links ,,,,
426,PlotUK11,UK Bomb manufacturer 2007,KH,couldn't find links ,,,,
427,PlotUK110,Lee Rigby Style London Attack 2014,KH,,,,,
428,PlotUK111,London ISIS Recruitment Ring 2014,KH,,"OrgINT41 ""Recruitment supported by"" PlotUK111",,,
429,PlotUK112,London ISIS False Document Ring 2014,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUK112",,,
430,PlotUK113,London Remembrance Day Plot 2014,KH,,"OrgINT41 ""Inspiration for""",,,
431,PlotUK114,London Moped Driveby Plot 2014,KH,,"OrgINT41 ""Inspiration for""",,,
690,PlotUK115,Chesterfield Jail Documents 2007,KH,no specific links ,,,,
753,PlotUK116,Portuguese Recruitment Ring in Leyton,KH,this may be a portugal plot??,recruitment for ISIS [OrgINT41]  and al-Shabaab [OrgINT70] ,,,
764,PlotUK117,Rochdale Imam Murder 2016,KH,,"OrgINT41 ""Inspiration for"" PlotUK117",,,
770,PlotUK118,Bank of Terror London 2015,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUK118",,,
806,PlotUK119,Westminster Attack 2017,KH,,"OrgUK4, OrgINT20 ""Inspiration for"" PlotUK119",,,
432,PlotUK12,Barnes Trial Witness Intimidation 2013,KH,,,,,
814,PlotUK120,Murder of Jala Uddin 2016,KH,,"OrgINT41 ""Inspiration for"" PlotUK120",,,
820,PlotUK121,"""Three Musketeers"" Plot 2016",KH,,"OrgINT41 ""Inspiration for"" PlotUK121",,,
821,PlotUK122,Manchester Attack 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUK122",,,
822,PlotUK123,London Bridge Attack 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUK123",,,
,PlotUK123,London Bridge Attack 2017,,,"OrgUK4 ""Financial/Logistical Supporter of"" PlotUK123",,,
823,PlotUK124,Manchester Foreign Fighting Attempt 2014,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUK124",,,
845,PlotUK125,Derbyshire Homemade Bomb Plot,KH,,"OrgINT41 ""Inspiration for"" PlotUK125",,,
851,PlotUK126,Theresa May London Attack 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUK126",,,
858,PlotUK128,UK Parliament Car Bomb Plot 2017,KH,,,,,
860,PlotUK129,Parsons Green Train Bombing 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUK129",,,
433,PlotUK13,Aden Bomb Plot 1998,KH,no specific links,,,,
863,PlotUK130,UK All Female Knife Attack 2017,KH,,"OrgINT41, OrgINT20 ""Inspiration for"" PlotUK130",,,
864,PlotUK131,Small Heath Park Cash Exchange 2015,KH,,,,,
894,PlotUK132,Oxford Street Terror Plot 2018,KH,,"OrgINT41 ""Inspiration for"" PlotUK132",,,
897,PlotUK133,Drones and Fundraising Plot 2017,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUK133",,,
899,PlotUK134,Birmingham Knife Attack 2017,KH,,"OrgINT41 ""Inspiration for"" PlotUK134",,,
900,PlotUK135,2018 Westminster Car Attack,KH,no specific links,,,,
907,PlotUK136,Christmas Terror Plot 2018,KH,,"OrgINT41 ""Inspiration for"" PlotUK136",,,
908,PlotUK137,Walsall Fundraising 2015,KH,,"OrgINT41 ""Financially/Logistically supported by"" PlotUK137",,,
910,PlotUK138,Islam Walsall Group,KH,can't find specific links,,,,
911,PlotUK139,Manchester New Year's Eve Stabbing,KH,likely ISIS but no confirmation,,,,
434,PlotUK14,West London Army Base attack 1999,KH,,"OrgUK4 ""Director of"" PlotUK14",,,
927,PlotUK140,London Bridge Attack 2019,KH,no specific links,,,,
930,PlotUK141,Manchester Airport Pipe Bomb,KH,no links ,,,,
457,PlotUK142,Hoax Bomb 2007,KH,,"OrgINT20 ""Inspiration for"" PlotUK142",,,
953,PlotUK143,2019 Manchester Terror Plot,KH,,"OrgINT41 ""Inspiration for"" PlotUK143",,,
435,PlotUK15,Terrorism Fundraising UK 2001,KH,,"OrgINT20 ""Financially/Logistically supported by"" PlotUK15",,,
436,PlotUK16,9/11 Heathrow Attack 2001,KH,,"OrgINT20 ""Inspiration for"" PlotUK16",,,
437,PlotUK17,Operation Full Circle 2001,KH,,"OrgUK4 ""Director of"" PlotUK17",,,
438,PlotUK18,Tipton Three 2001,CG,no links,,,,
440,PlotUK2,Forgery Group Plot 1997,CG,,"OrgINT7 ""Financially/Logistically supported by"" PlotUK2",,,
441,PlotUK20,AQ London Tube Chemical Plot 2002,CG,no links,,,,
442,PlotUK21,Operation Springbourne 2003,CG,no links,,,,
444,PlotUK23,Abi-Iyad Insurance Fraud Fundraising 2004,CG,no links,,,,
445,PlotUK24,Azzam Publications Recruitment 2004,CG,,"OrgUK8  ""Financial/Logistical Supporter of"" PlotUK24",,,
,PlotUK24,Azzam Publications Recruitment 2004,,,"OrgINT1 ""Financially/Logistically supported by"" PlotUK24",,,
447,PlotUK26,Danish Cartoon London Embassy Demonstration 2005,CG,no links,,,,
448,PlotUK27,7/7 London Bombings 2005,CG,no links,,,,
449,PlotUK28,7/21 London Bombings 2005,CG,no links,,,,
450,PlotUK29,Schoolboys Travel to Pakistan 2006,CG,,"OrgUK7 ""Inspiration for"" PlotUK29",,,
451,PlotUK3,Birmingham Bomb Factory 2000,CG,no links,,,,
452,PlotUK30,Operation Forest Gate 2006,CG,not in database,,,,
453,PlotUK31,Transatlantic Aircraft Liquid Bomb plot 2006,CG,no links,,,,
454,PlotUK32,Nairobi Four Travel to Somalia 2006,CG,no links,,,,
455,PlotUK33,Jihad Pamphlet Distribution in the UK 2007,CG,no links,,,,
456,PlotUK34,UK Solider Kidnapping Conspiracy 2006-2007,CG,no links,,,,
458,PlotUK36,AQ Propaganda - Jobe 2007,CG,no links,,,,
459,PlotUK37,London Limousine and Glasgow Airport Attack 2007,CG,no links,,,,
460,PlotUK38,Ali Terror Materials Arrest 2007,CG,no links,,,,
461,PlotUK39,British Airways Pilot Arrest 2007,CG,no links,,,,
462,PlotUK4,Document Possession 2002,CG,no links,,,,
463,PlotUK40,Al-Shabaab London Terror Fundraising 2007,CG,no links,,,,
464,PlotUK41,Broadmead Shopping Center Plot 2008,CG,no links,,,,
465,PlotUK42,Foreign Fighter Return arrest 2008,CG,no links,,,,
466,PlotUK43,Giraffe Cafe Bomb 2008,CG,no links,,,,
